,Unnamed: 0,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,vol_mean,day_count,vol_up,vol_down,vol_sum
47,47,2306,中科云网,酒店餐饮,北京,0.0,61778.64,80000.0,17879.97,15153.65,899.53,25630.05,0.32,-0.01,0.01,530.27,20091111,4.04464949225,40.0,24.0,16.0,27.6159591439
1916,1916,2460,赣锋锂业,小金属,江西,58.62,50838.33,75269.54,303177.84,129628.15,57757.01,110910.61,1.47,0.143,2.66,12.6,20100810,4.03943749579,242.0,106.0,133.0,4.63908656727
2480,2480,300386,飞天诚信,软件服务,北京,371.87,15573.37,41804.39,171488.41,159102.11,1368.47,57268.05,1.37,0.02,3.61,8.27,20140626,4.03941489494,244.0,108.0,136.0,59.6463968409
1881,1881,300443,金雷风电,专用机械,山东,42.78,5570.41,11252.0,110909.52,62864.55,27489.78,37625.85,3.34,0.775,8.51,7.78,20150422,4.03692435234,239.0,105.0,134.0,84.9226380208
2192,2192,2536,西泵股份,汽车配件,河南,46.89,30403.47,33380.78,273526.38,132938.09,114272.38,109553.42,3.28,0.155,5.35,2.72,20110111,4.03680141055,244.0,114.0,128.0,181.171275936
864,864,300449,汉邦高科,电脑设备,北京,181.99,7191.7,14418.4,92876.95,86477.35,741.0,31528.85,2.19,0.13,4.49,9.99,20150422,4.03293431126,244.0,115.0,128.0,79.0077778846
1273,1273,2758,华通医药,医药商业,浙江,101.37,7941.79,14000.0,90317.5,66074.24,9408.32,29310.95,2.09,0.066,3.85,6.94,20150527,4.03123768117,234.0,103.0,129.0,137.692487505
2360,2360,300256,星星科技,元器件,浙江,264.98,30237.72,63970.89,645269.31,304279.09,102928.5,292149.38,4.57,0.014,5.08,2.97,20110819,4.0216588015,236.0,109.0,127.0,40.1728443855
2445,2445,2584,西陇科学,化工原料,广东,124.6,25731.78,58521.64,236676.84,155894.8,47761.5,107613.42,1.84,0.027,2.97,4.6,20110602,4.02095860766,244.0,120.0,120.0,126.078422436
1176,1176,600306,*ST商城,百货,辽宁,0.0,17740.57,17813.89,213175.05,48634.53,118972.97,20389.11,1.14,-0.191,-0.44,-29.32,20001226,4.01443578586,139.0,68.0,70.0,15.3692649235
240,240,600530,交大昂立,医疗保健,上海,62.32,78000.0,78000.0,294131.38,69385.78,24092.61,52828.71,0.68,0.04,2.15,4.58,20010702,4.01201126848,134.0,68.0,65.0,162.837602684
1944,1944,300364,中文在线,出版业,北京,951.88,13346.75,28448.19,99212.93,49751.03,979.42,16714.9,0.59,0.03,2.55,20.52,20150121,4.01023149528,241.0,125.0,116.0,103.427511631
2552,2552,2027,分众传媒,软件服务,广东,52.8,50704.51,873683.38,1280591.75,1144516.13,28431.51,18293.81,0.02,0.074,0.6,26.14,20040804,4.00976901692,238.0,112.0,124.0,59.5812963003
823,823,603618,杭电股份,电气设备,浙江,76.6,26325.0,64005.0,329790.88,271357.94,33333.76,42897.09,0.67,0.111,2.42,7.04,20150217,4.00943223729,235.0,100.0,131.0,112.069132957
2836,2836,300373,扬杰科技,半导体,江苏,56.98,12696.95,42206.21,136839.11,73613.84,31017.7,3724.34,0.09,0.094,2.12,10.08,20140123,4.00609828168,237.0,107.0,126.0,119.803397777
358,358,2703,浙江世宝,汽车配件,浙江,209.31,9718.59,31585.78,190704.52,118797.63,46067.01,66001.21,2.09,0.053,4.62,9.65,20121102,3.99245094226,160.0,79.0,76.0,9.13099595545
2596,2596,600571,信雅达,软件服务,浙江,176.79,40483.96,43967.92,154941.52,96747.21,5415.77,38902.28,0.88,0.033,2.45,9.45,20021101,3.98962766701,162.0,83.0,77.0,104.894287901
599,599,2153,石基信息,软件服务,北京,117.92,48916.07,106678.88,555029.38,341989.0,34952.25,232569.63,2.18,0.054,4.35,5.88,20070813,3.98660852899,244.0,126.0,116.0,265.898045624
382,382,600358,国旅联合,旅游服务,江苏,0.0,43200.0,50493.66,101080.71,43348.6,39719.03,35533.15,0.7,-0.023,1.33,8.51,20000922,3.97735875949,159.0,72.0,87.0,6.3538930228
2110,2110,2546,新联电子,电气设备,江苏,90.5,65696.09,83404.9,176619.44,134777.3,30599.0,2300.33,0.03,0.029,1.62,6.59,20110211,3.97139863284,244.0,116.0,125.0,125.888319956
2645,2645,300318,博晖创新,医疗保健,北京,972.48,45753.1,82148.18,205336.75,48128.32,33615.89,68783.17,0.84,0.003,1.69,6.45,20120523,3.97117059048,244.0,109.0,133.0,82.5836363832
927,927,300409,道氏技术,陶瓷,广东,296.62,8846.25,21500.0,145620.52,108899.7,20249.23,73706.88,3.43,0.044,5.09,10.17,20141203,3.9699459632,237.0,111.0,125.0,17.7917628832
1504,1504,300018,中元股份,电气设备,湖北,143.14,29942.38,48083.14,149365.75,83597.15,7119.25,83935.56,1.75,0.021,2.81,4.27,20091030,3.96359051624,244.0,118.0,123.0,102.002470113
1264,1264,300048,合康变频,电气设备,北京,34.08,62653.51,78728.67,330184.75,195518.69,52348.9,155931.75,1.98,0.076,3.02,3.44,20100120,3.96210005558,232.0,103.0,123.0,123.514756405
2542,2542,2070,众和股份,纺织,福建,0.0,56671.21,63525.82,261349.45,116291.82,64019.1,0.0,0.0,-0.007,1.1,18.73,20061012,3.96162513951,123.0,54.0,65.0,5.81483432387
1581,1581,300152,科融环境,环境保护,江苏,0.0,71280.0,71280.0,324373.19,211268.0,36866.76,47695.18,0.67,-0.022,2.03,3.92,20101229,3.96161705526,223.0,95.0,120.0,173.218835707
2515,2515,2489,浙江永强,家居用品,浙江,23.91,186812.06,217573.66,563555.25,334992.31,103275.61,24905.4,0.11,0.079,1.58,4.82,20101021,3.95944851706,244.0,112.0,125.0,276.567999053
1509,1509,300350,华鹏飞,仓储物流,深圳,114.36,10552.91,29646.68,208339.69,65589.28,19883.07,120672.95,4.07,0.064,5.9,5.0,20120821,3.9567387071,244.0,118.0,125.0,81.3329105683
2399,2399,300439,美康生物,医疗保健,浙江,77.63,11022.07,34762.69,168511.06,114380.52,16185.07,45699.06,1.31,0.112,3.9,8.91,20150422,3.95087688185,244.0,119.0,121.0,198.282882794
1225,1225,300359,全通教育,文教休闲,广东,325.16,25940.86,63377.25,216748.88,71793.97,3373.36,143555.05,2.27,0.021,3.06,8.78,20140121,3.94567271705,226.0,112.0,113.0,153.455205886
2888,2888,2072,凯瑞德,纺织,山东,0.0,17600.0,17600.0,74229.61,52501.05,19738.07,19168.22,1.09,-0.065,0.4,53.02,20061018,3.94151096731,71.0,32.0,38.0,14.9592817031
1743,1743,600728,佳都科技,软件服务,广东,0.0,104182.5,152957.42,403054.81,337453.06,7506.67,205467.63,1.34,-0.007,1.65,5.62,19960716,3.93620651344,216.0,102.0,113.0,156.92071598
947,947,300463,迈克生物,医疗保健,四川,53.14,27460.97,55800.0,237077.8,174936.75,27651.15,97042.15,1.74,0.123,3.7,7.07,20150528,3.93202286693,244.0,117.0,125.0,221.49404691
2857,2857,300358,楚天科技,专用机械,湖南,97.21,13792.69,44637.44,257144.27,141489.47,64574.46,78443.35,1.76,0.112,3.45,6.3,20140121,3.92885261201,206.0,85.0,119.0,32.263438693
1573,1573,2707,众信旅游,旅游服务,北京,117.65,35494.41,84395.59,332735.16,205917.36,1021.21,69003.09,0.82,0.043,1.88,10.82,20140123,3.92492792005,159.0,73.0,82.0,172.107881406
2643,2643,300489,中飞股份,铝,黑龙江,223.09,4338.5,9075.0,57444.67,14331.62,8350.5,21077.9,2.32,0.043,4.8,8.03,20150701,3.92258816136,244.0,112.0,132.0,79.9230671807
2522,2522,300399,京天利,互联网,北京,103.09,4444.45,15200.0,46527.55,39374.39,3651.61,6345.83,0.42,0.089,2.89,12.71,20141009,3.91551050734,244.0,118.0,125.0,93.8610880666
1077,1077,603108,润达医疗,医药商业,上海,128.64,12325.54,28237.89,189693.05,137606.81,31784.46,43876.55,1.55,0.056,3.33,8.64,20150527,3.91366305255,232.0,106.0,126.0,157.984399554
2265,2265,795,英洛华,矿物制品,山西,340.33,65279.01,113368.4,188668.73,110893.47,47959.23,113469.02,1.0,0.006,1.34,6.31,19970808,3.87962661195,179.0,90.0,87.0,94.7695061334
2136,2136,300367,东方网力,电脑设备,北京,151.27,37442.16,80591.75,343040.03,173460.77,13080.24,64214.55,0.8,0.041,2.44,10.09,20140129,3.87798466322,238.0,116.0,120.0,128.066373728
2714,2714,600696,匹凸匹,区域地产,上海,0.0,34056.55,34056.55,126639.82,125272.61,839.65,4094.84,0.12,-0.054,1.43,9.27,19931206,3.87324386853,158.0,69.0,88.0,0.103927849596
1372,1372,710,天兴仪表,汽车配件,四川,0.0,15120.0,15120.0,51018.84,21957.35,6864.12,4631.55,0.31,-0.006,0.77,28.63,19970422,3.86398115439,189.0,82.0,107.0,20.2679659448
1987,1987,2228,合兴包装,广告包装,福建,65.01,103868.81,104297.22,299778.63,162657.88,86333.65,68337.78,0.66,0.022,1.52,3.67,20080508,3.86139647961,142.0,71.0,66.0,223.067205241
628,628,300109,新开源,化工原料,河南,120.78,8036.0,17048.24,156020.84,42626.46,28411.0,84585.71,4.96,0.12,6.94,8.35,20100825,3.86087612628,244.0,120.0,123.0,1.76752049901
2580,2580,2708,光洋股份,汽车配件,江苏,110.37,15768.46,47800.19,262305.22,109850.97,74693.81,106806.86,2.23,0.03,3.76,3.49,20140121,3.85791456417,244.0,110.0,132.0,92.9083127694
940,940,2514,宝馨科技,机械基件,江苏,77.31,35560.82,55403.42,149131.95,64773.86,21957.35,55400.2,1.0,0.033,1.84,5.55,20101203,3.84920237689,159.0,73.0,85.0,82.4891002699
330,330,601011,宝泰隆,焦炭加工,黑龙江,391.19,130874.56,136750.0,801756.13,121374.36,148519.31,211757.95,1.55,0.01,3.12,2.6,20110309,3.84591594487,236.0,105.0,127.0,125.662657565
2730,2730,300452,山河药辅,化学制药,安徽,82.37,4042.7,9280.0,48475.35,32760.53,11916.5,11290.28,1.22,0.59,4.11,11.79,20150515,3.84341295464,244.0,116.0,128.0,59.1489085583
1645,1645,300453,三鑫医疗,医疗保健,江西,109.47,6420.64,15872.0,59087.26,30680.74,14808.55,24180.6,1.52,0.059,3.31,7.74,20150515,3.83534793359,244.0,113.0,131.0,93.9635134788
2128,2128,603300,华铁科技,钢加工,浙江,73.87,27811.4,40534.0,298249.41,208973.02,83307.46,54873.86,1.35,0.042,2.69,4.65,20150529,3.82698354617,232.0,108.0,123.0,98.9305004219
1661,1661,300416,苏试试验,电器仪表,江苏,112.87,6092.0,12560.0,63036.69,39102.67,19639.25,14014.37,1.12,0.156,3.59,9.81,20150122,3.82375205685,244.0,110.0,132.0,106.268845363
1932,1932,300187,永清环保,环境保护,湖南,78.37,59266.16,64760.48,278092.97,173500.7,11121.76,38357.48,0.59,0.088,2.12,6.53,20110308,3.82329314949,244.0,109.0,133.0,180.527590645
1350,1350,2031,巨轮智能,汽车配件,广东,160.05,187185.69,219939.56,472225.56,332690.38,98839.9,121280.67,0.55,0.006,1.36,2.89,20040816,3.82290855843,197.0,88.0,102.0,205.458464209
2131,2131,300467,迅游科技,互联网,四川,240.78,9101.07,16605.03,71046.68,51224.93,2188.59,40521.1,2.44,0.122,2.8,20.96,20150527,3.81230031376,192.0,100.0,89.0,27.1655639502
221,221,2044,美年健康,医疗保健,江苏,0.0,55579.69,242148.27,438121.34,167807.97,63971.8,131525.63,0.54,-0.053,1.21,12.94,20050518,3.80753588185,70.0,41.0,27.0,110.871257422
1556,1556,600136,当代明诚,影视音像,湖北,5617.28,24105.49,48718.21,308473.97,191470.52,615.84,192979.27,3.96,0.001,4.62,4.61,19980303,3.80204622829,238.0,118.0,119.0,68.3968503518
2152,2152,300217,东方电热,电器仪表,江苏,132.12,87022.14,127349.36,224151.13,166223.02,41304.28,86072.88,0.68,0.008,1.42,3.06,20110518,3.80002345118,234.0,100.0,127.0,157.749562839
474,474,300206,理邦仪器,医疗保健,深圳,261.65,34034.12,58500.0,145002.2,86896.68,17619.97,74266.53,1.27,0.01,2.04,5.29,20110421,3.79885557173,244.0,106.0,136.0,116.716673621
2276,2276,300440,运达科技,软件服务,四川,165.61,10067.53,22400.0,151223.63,135474.5,9181.37,65220.57,2.91,0.046,5.32,5.75,20150423,3.79786063477,244.0,112.0,131.0,83.5289671939
2490,2490,300312,邦讯技术,通信设备,北京,0.0,17514.0,32004.0,161354.47,137859.17,2316.95,51742.73,1.62,-0.084,2.4,6.58,20120508,3.79674123763,228.0,110.0,118.0,105.105246595
1940,1940,300249,依米康,专用机械,四川,938.2,27805.89,43993.19,156365.69,118368.71,9347.57,38997.78,0.89,0.003,1.58,7.68,20110803,3.79342340446,244.0,102.0,139.0,65.0082738443
1222,1222,300370,安控科技,电器仪表,北京,0.0,25957.71,53578.07,150363.31,85032.75,17091.84,33716.81,0.63,-0.028,1.5,6.74,20140123,3.79173103552,230.0,105.0,124.0,65.4087072899
2320,2320,2772,众兴菌业,种植业,甘肃,48.58,15773.66,31964.74,184756.63,51068.05,55087.06,48360.6,1.51,0.25,3.41,6.7,20150626,3.78265057387,239.0,109.0,129.0,72.666258176
2472,2472,300250,初灵信息,通信设备,浙江,67.89,10762.07,22995.17,173727.38,71159.05,1556.93,110220.6,4.79,0.23,6.78,4.34,20110803,3.77727321624,205.0,93.0,111.0,109.112195872
1256,1256,300131,英唐智控,元器件,深圳,57.63,62781.46,106952.64,292027.38,191287.27,372.88,52091.6,0.49,0.094,1.66,6.55,20101019,3.77525587257,177.0,87.0,88.0,131.537409185
388,388,300237,美晨科技,建筑施工,山东,63.94,39856.75,80726.25,426616.69,331670.47,33633.15,94401.0,1.17,0.053,2.81,4.8,20110629,3.77510615531,244.0,113.0,126.0,110.605046236
1263,1263,300050,世纪鼎利,软件服务,广东,66.35,32792.25,49891.44,235784.16,150595.73,9859.66,116163.26,2.33,0.107,4.17,3.42,20100120,3.77219105705,213.0,95.0,116.0,64.4069469275
2612,2612,2405,四维图新,软件服务,北京,192.9,99963.93,106673.63,373097.75,215941.02,13854.65,120206.15,1.13,0.031,2.44,9.83,20100518,3.77132557172,193.0,86.0,107.0,29.6055648989
2695,2695,300114,中航电测,元器件,陕西,212.56,30419.35,39384.03,175712.66,109596.96,42614.21,52306.37,1.33,0.032,3.22,8.31,20100827,3.77052383314,244.0,116.0,128.0,34.4659227718
2806,2806,2638,勤上光电,半导体,广东,66.6,93146.0,93667.5,325239.84,261733.17,33802.25,133409.19,1.42,0.034,2.42,3.73,20111125,3.76820161375,137.0,64.0,70.0,122.354642127
2086,2086,600139,西部资源,铜,四川,0.0,66189.04,66189.04,779587.75,275967.53,58680.93,37900.96,0.57,-0.067,1.48,9.88,19980225,3.76520395969,118.0,55.0,62.0,58.8321186592
2488,2488,300093,金刚玻璃,玻璃,广东,3010.19,21527.09,21600.0,124844.81,69125.25,48187.19,38683.3,1.79,0.002,4.05,5.51,20100708,3.7651511125,178.0,84.0,93.0,48.8438400497
1272,1272,300007,汉威电子,电器仪表,河南,143.35,22364.56,29302.27,324562.81,133399.59,57059.13,58626.55,2.0,0.044,4.17,5.99,20091030,3.75564564619,244.0,129.0,112.0,102.208394382
2525,2525,300470,日机密封,机械基件,四川,70.95,6079.45,10668.0,93138.18,79627.56,4558.95,42320.46,3.97,0.15,7.72,5.53,20150612,3.75191948086,244.0,106.0,136.0,95.5232230101
278,278,300395,菲利华,玻璃,湖北,64.11,13860.66,19680.0,95525.61,65075.11,14986.24,19935.73,1.01,0.222,3.72,7.64,20140910,3.74150059821,244.0,106.0,134.0,3.45625996445
642,642,300232,洲明科技,半导体,深圳,105.67,35158.78,57512.46,176174.95,112409.05,29199.95,48382.12,0.84,0.035,1.83,8.11,20110622,3.73650601098,238.0,108.0,128.0,100.997712124
2570,2570,300324,旋极信息,软件服务,北京,137.86,55619.12,99996.63,230828.55,124542.96,11431.83,64460.38,0.64,0.038,1.39,15.06,20120608,3.73059217598,170.0,73.0,94.0,52.4361182307
1416,1416,2103,广博股份,文教休闲,浙江,175.55,26256.3,45767.75,199418.38,71185.18,29300.76,96027.86,2.1,0.027,3.57,5.27,20070110,3.7267832005,139.0,69.0,70.0,23.9376908097
625,625,2137,麦达数字,元器件,深圳,128.31,25527.83,57653.21,181901.98,92386.06,10059.5,94264.93,1.64,0.032,2.57,6.39,20070613,3.72615567776,197.0,92.0,104.0,1.93914249865
564,564,300332,天壕环境,环境保护,北京,60.53,63334.46,77437.9,505979.69,76938.67,150401.55,103287.7,1.33,0.076,2.96,3.12,20120628,3.72453891871,156.0,69.0,85.0,88.5638047335
1241,1241,300239,东宝生物,生物制药,内蒙,228.82,37926.51,46087.41,77063.9,40323.55,19352.6,15226.87,0.33,0.018,1.54,5.4,20110706,3.72128104326,180.0,74.0,102.0,52.5134848571
2073,2073,2651,利君股份,专用机械,四川,100.43,31280.41,100250.0,246116.27,180177.81,24449.5,33509.53,0.33,0.025,1.88,5.3,20120106,3.72069418949,241.0,111.0,127.0,176.289454377
1298,1298,2576,通达动力,电气设备,江苏,0.0,11852.41,16510.0,109894.76,67926.24,28318.1,54705.85,3.31,-0.012,5.14,3.66,20110428,3.72052376153,178.0,79.0,97.0,11.7733487172
2151,2151,300328,宜安科技,铝,广东,325.06,40320.0,40320.0,89309.27,45476.57,37507.76,21747.65,0.54,0.011,1.69,8.36,20120619,3.71752265503,239.0,109.0,129.0,83.9407737627
1069,1069,600678,四川金顶,水泥,四川,0.0,34899.0,34899.0,35642.65,3566.43,18491.53,30535.36,0.87,-0.025,0.06,220.39,19931008,3.71686038344,241.0,113.0,125.0,11.7908435464
1588,1588,2770,科迪乳业,乳制品,河南,98.21,27144.69,54680.0,204519.88,76123.25,26384.28,44831.1,0.82,0.03,2.03,5.76,20150630,3.71627657009,213.0,99.0,112.0,100.107363295
1408,1408,300209,天泽信息,软件服务,江苏,651.99,20331.86,29212.23,100197.75,61317.38,11231.55,53353.98,1.83,0.01,3.7,7.34,20110426,3.71469770699,159.0,69.0,88.0,11.4253729366
2324,2324,300389,艾比森,半导体,深圳,83.53,9251.03,31946.22,140362.77,96046.61,33190.12,23205.24,0.73,0.07,2.76,8.53,20140801,3.7051138072,244.0,104.0,137.0,44.0245644966
57,57,2347,泰尔重工,机械基件,安徽,399.4,14392.87,22467.52,176920.88,116300.01,33602.69,74524.86,3.32,0.015,5.4,4.55,20100128,3.7049613025,157.0,70.0,85.0,13.0122734987
1795,1795,600116,三峡水利,水力发电,重庆,33.65,88800.54,99300.54,454018.06,124531.77,229704.05,74189.63,0.75,0.119,2.33,3.44,19970804,3.7049249406,244.0,113.0,129.0,145.548607591
2024,2024,603889,新澳股份,纺织,浙江,34.29,14056.7,32462.0,146967.77,88715.68,39746.35,41289.18,1.27,0.097,3.39,3.92,20141231,3.69978050175,132.0,56.0,76.0,91.694651753
1217,1217,300413,快乐购,百货,湖南,193.27,19867.85,40100.0,233047.52,209912.22,11691.33,67339.4,1.68,0.031,3.97,6.12,20150121,3.69538738614,192.0,92.0,98.0,20.4129017859
2252,2252,2775,文科园林,建筑施工,深圳,189.77,11372.0,24800.0,187092.63,180480.98,1799.98,56159.88,2.26,0.03,4.69,4.85,20150629,3.69530527819,244.0,114.0,130.0,69.6055373144
891,891,2702,海欣食品,食品,福建,109.18,16400.0,28280.0,95749.67,50689.17,33652.6,26579.33,0.94,0.045,2.69,7.32,20121011,3.69281190337,229.0,110.0,117.0,44.150137613
794,794,300077,国民技术,半导体,深圳,96.76,53794.92,56364.0,318918.53,249561.05,2080.29,236181.38,4.19,0.046,4.99,3.6,20100430,3.69176327534,244.0,110.0,132.0,89.8605467221
2331,2331,300101,振芯科技,通信设备,四川,156.18,44040.39,55600.0,110063.02,77156.35,9196.03,4757.45,0.09,0.08,1.51,16.62,20100806,3.6915180933,239.0,109.0,127.0,107.144565965
527,527,300295,三六五网,互联网,江苏,68.44,15299.21,19206.0,109342.86,103975.06,1316.32,27791.2,1.45,0.115,4.91,6.39,20120315,3.68989504341,238.0,126.0,111.0,105.521323432
2051,2051,300425,环能科技,环境保护,四川,222.74,6831.66,17662.13,135616.05,82242.43,27380.88,64071.36,3.63,0.035,6.11,5.06,20150216,3.68558067433,191.0,86.0,102.0,118.10447346
875,875,300329,海伦钢琴,文教休闲,浙江,128.37,24075.9,25128.99,88715.68,63203.46,19255.35,34978.73,1.39,0.036,3.11,5.89,20120619,3.67917060837,240.0,108.0,131.0,35.4672515399
1313,1313,2445,中南文化,影视音像,江苏,188.93,61471.35,74793.65,468280.44,244883.3,62052.26,101851.81,1.36,0.061,2.93,7.84,20100713,3.67654484345,151.0,75.0,75.0,29.5533391578
2095,2095,603598,引力传媒,影视音像,北京,117.81,9736.0,26668.0,78841.68,70804.24,433.67,19597.56,0.73,0.046,2.14,10.19,20150527,3.67504393077,244.0,107.0,131.0,75.3295792161
1328,1328,2278,神开股份,化工机械,上海,0.0,25159.83,36390.96,169528.25,117900.17,29100.9,48002.55,1.32,-0.041,3.18,4.72,20090811,3.67103361572,152.0,68.0,83.0,13.493900304
396,396,300185,通裕重工,工程机械,山东,82.59,90441.57,108924.79,933665.0,490802.91,324144.56,333164.09,3.06,0.09,4.61,2.73,20110308,3.66739097437,229.0,94.0,131.0,184.267431804
62,62,7,全新好,酒店餐饮,深圳,151.8,20579.34,23096.53,55809.76,30773.88,7165.6,42324.12,1.83,0.033,1.63,12.34,19920413,3.66622079381,56.0,25.0,31.0,27.2754214613
935,935,600745,中茵股份,通信设备,湖北,690.07,48332.03,63726.64,1078470.25,557467.63,133123.23,349263.13,5.48,0.009,6.72,3.72,19960828,3.66407289813,117.0,56.0,60.0,15.8379253046
980,980,2488,金固股份,汽车配件,浙江,0.0,38435.26,50848.33,388786.94,225203.09,104433.46,84037.56,1.65,-0.038,3.08,6.01,20101021,3.65494015272,238.0,121.0,114.0,9.98824206368
2081,2081,600730,中国高科,综合类,北京,0.0,58665.6,58665.6,284733.25,199212.77,4891.7,5055.5,0.09,-0.015,2.37,5.69,19960726,3.65329075021,243.0,116.0,124.0,97.6906610474
2170,2170,300433,蓝思科技,元器件,湖南,81.1,20557.5,218160.28,1970092.38,668921.0,1071918.38,145779.81,0.67,0.076,4.86,5.05,20150318,3.65179187371,230.0,106.0,123.0,201.780328779
688,688,300085,银之杰,软件服务,深圳,765.21,32636.43,68354.57,119050.5,69017.71,1016.15,20727.07,0.3,0.009,1.33,20.42,20100526,3.64990502645,228.0,111.0,115.0,39.0331868137
2516,2516,300397,天和防务,通信设备,陕西,0.0,10320.0,24000.0,170099.13,123132.9,15181.87,64742.46,2.7,-0.04,5.06,6.38,20140910,3.64849287121,244.0,111.0,132.0,121.593148201
105,105,2273,水晶光电,元器件,浙江,102.93,61012.73,65491.8,297972.69,154187.06,63426.15,158536.59,2.42,0.061,4.16,6.0,20080919,3.64557712077,244.0,106.0,137.0,0.0868607542771
