,Unnamed: 0,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,vol_mean,day_count,vol_up,vol_down,vol_sum
1534,1534,68,华控赛格,元器件,深圳,0.0,89667.14,100667.14,73572.49,36895.69,19343.55,119427.15,1.19,-0.023,0.59,16.16,19970611,2.32582764462,243.0,122.0,118.0,10.5377806109
1124,1124,601005,重庆钢铁,普钢,重庆,0.0,190171.38,443602.25,3867646.0,425062.69,2999885.5,665778.5,1.5,-0.224,0.68,3.73,20070228,2.32448514408,177.0,85.0,78.0,55.2758506272
2298,2298,600220,江苏阳光,纺织,江苏,59.72,178334.03,178334.03,445183.09,213771.05,187173.56,0.0,0.0,0.019,1.03,4.37,19990927,2.32195177275,238.0,107.0,127.0,31.6696147467
503,503,601368,绿城水务,水务,广西,35.62,29420.26,73581.09,698337.0,133699.06,323615.13,90107.85,1.22,0.091,3.6,3.61,20150612,2.31947434401,244.0,110.0,132.0,32.0107779971
2520,2520,600305,恒顺醋业,食品,江苏,48.19,60273.8,60273.8,227383.72,70348.93,74247.8,77267.99,1.28,0.06,2.5,4.64,20010206,2.31842981471,244.0,116.0,122.0,90.9231645578
793,793,778,新兴铸管,钢加工,河北,119.04,364293.44,364330.75,5098093.0,2285053.5,1693155.75,726847.06,2.0,0.011,4.67,1.09,19970606,2.31727999812,236.0,120.0,107.0,99.7781160877
1994,1994,600893,中航动力,航空,陕西,0.0,136750.09,194871.88,4700967.5,2619620.25,1094289.63,984829.63,5.05,-0.052,7.66,4.69,19960408,2.31667236644,240.0,120.0,119.0,25.3438538208
2634,2634,2051,中工国际,建筑施工,北京,24.01,92033.89,92776.53,1945827.75,1395678.5,146800.92,181846.38,1.96,0.446,6.65,3.22,20060619,2.31621640776,244.0,110.0,132.0,2.07064465998
1041,1041,2538,司尔特,农药化肥,安徽,34.61,57354.25,71812.03,425157.16,244749.8,85961.49,137378.0,1.91,0.066,4.26,2.16,20110118,2.31592967895,244.0,114.0,123.0,20.3849228512
2797,2797,603188,亚邦股份,染料涂料,江苏,18.77,37900.8,57600.0,398808.72,207263.17,105187.81,118117.85,2.05,0.263,5.64,3.51,20140909,2.31558757431,196.0,93.0,101.0,7.18784263431
916,916,2398,建研集团,其他建材,福建,26.14,25489.44,34273.19,246303.91,158465.63,39407.7,57738.42,1.68,0.253,5.98,2.21,20100506,2.31528612654,244.0,107.0,133.0,3.08140900285
1591,1591,30,富奥股份,汽车配件,吉林,15.99,124723.36,129325.14,827735.75,381816.88,172522.5,52591.95,0.41,0.121,3.75,2.07,19930929,2.3137310796,237.0,97.0,132.0,5.38601677778
2789,2789,428,华天酒店,酒店餐饮,湖南,0.0,71874.86,101892.6,931650.19,328256.94,338703.84,145306.69,1.43,-0.057,3.07,2.4,19960808,2.31343824166,244.0,108.0,130.0,1.64870435185
413,413,2005,德豪润达,家用电器,广东,0.0,116640.0,139640.0,1311487.38,552396.69,347293.44,340850.88,2.44,-0.063,3.89,1.52,20040625,2.3127341025,200.0,95.0,101.0,38.0483334915
1582,1582,600099,林海股份,摩托车,江苏,510.53,21912.0,21912.0,60203.17,41310.93,13096.8,19940.75,0.91,0.006,2.16,5.53,19970704,2.3121810765,164.0,68.0,88.0,25.523167438
1949,1949,600483,福能股份,火力发电,福建,31.27,28848.36,155182.56,1718167.63,516968.56,964517.63,320489.69,2.07,0.1,6.07,1.95,20040531,2.31149506312,244.0,113.0,127.0,18.7130789105
2212,2212,300266,兴源环境,机械基件,浙江,134.01,40191.78,50856.01,430676.56,225512.59,45860.46,138193.86,2.72,0.079,4.55,9.28,20110927,2.31100219745,182.0,90.0,91.0,24.2249434285
1455,1455,600326,西藏天路,建筑施工,西藏,582.11,54720.0,66568.03,484706.09,292130.31,147121.98,105228.95,1.58,0.004,3.34,2.68,20010116,2.30424348693,244.0,107.0,129.0,24.2296903626
1028,1028,300105,龙源技术,电器仪表,山东,0.0,51321.6,51321.6,263414.5,176048.06,19750.7,67710.81,1.32,-0.086,3.97,2.09,20100820,2.30310043465,244.0,104.0,136.0,7.25744076167
1611,1611,603669,灵康药业,化学制药,西藏,70.27,8645.0,26000.0,131165.31,91370.34,27340.21,64725.1,2.49,0.101,4.41,6.46,20150528,2.30277336624,244.0,109.0,135.0,5.74083148828
971,971,600300,维维股份,软饮料,江苏,74.29,167200.0,167200.0,825290.56,457129.31,218019.95,25458.76,0.15,0.019,1.63,3.5,20000630,2.30271208905,244.0,107.0,127.0,1.82173955667
1938,1938,600805,悦达投资,综合类,江苏,61.46,84925.32,85089.45,1041290.0,213085.3,121612.38,38216.9,0.45,0.037,7.46,1.22,19940103,2.30095364539,244.0,106.0,130.0,22.55435633
66,66,882,华联股份,百货,北京,107.61,188468.69,222608.64,1148469.75,359474.34,3202.99,346308.0,1.56,0.021,2.81,1.58,19980616,2.29751431862,202.0,97.0,93.0,75.6656339283
2085,2085,2128,露天煤业,煤炭开采,内蒙,20.12,158822.06,163437.84,1421322.5,444968.09,723972.06,125532.26,0.77,0.213,5.57,1.54,20070418,2.29719739766,244.0,125.0,117.0,23.6828658599
530,530,2018,华信国际,农药化肥,安徽,110.34,227782.75,227782.75,598710.69,454155.31,20555.59,117346.07,0.52,0.021,1.29,7.31,20040713,2.29613749774,95.0,53.0,41.0,89.938524885
2852,2852,2007,华兰生物,生物制药,河南,45.43,80203.47,93008.77,425355.25,284726.91,97366.31,38640.05,0.42,0.207,4.14,9.07,20040625,2.29457066029,244.0,106.0,137.0,18.6723335795
148,148,600277,亿利洁能,新型电力,内蒙,48.41,208958.95,208958.95,2213822.25,794991.0,599039.63,609037.75,2.91,0.075,4.58,1.59,20000725,2.29448917424,220.0,105.0,103.0,79.6577757333
944,944,600881,亚泰集团,水泥,吉林,0.0,189473.2,259994.56,5211699.5,2776490.0,1261577.5,614034.31,2.36,-0.062,4.33,1.19,19951115,2.29234591976,235.0,112.0,116.0,41.0429351405
857,857,600415,小商品城,商品城,浙江,44.13,544321.44,544321.44,2837528.0,1258407.5,552923.19,146848.05,0.27,0.039,1.76,3.88,20020509,2.2918555354,244.0,113.0,124.0,29.2074551585
1880,1880,876,新 希 望,饲料,四川,13.48,345656.97,416823.47,3618640.75,1037503.88,678093.13,424571.19,1.02,0.158,4.77,1.79,19980311,2.29129097627,126.0,64.0,59.0,107.980284433
1913,1913,600682,南京新百,百货,江苏,0.0,71622.03,82801.63,1598350.25,659872.0,275656.5,23433.7,0.28,-0.214,2.59,10.55,19931018,2.29128853944,144.0,78.0,64.0,32.3039909034
2177,2177,603116,红蜻蜓,服饰,浙江,29.9,18070.57,40880.0,392777.0,285485.34,58632.9,91502.55,2.24,0.186,7.39,3.01,20150629,2.2912460666,244.0,113.0,130.0,32.1378383521
1744,1744,2327,富安娜,纺织,深圳,22.23,47265.85,85176.78,293501.47,175003.67,48819.78,1362.87,0.02,0.104,2.85,3.25,20091230,2.28637682611,244.0,110.0,129.0,11.1728804346
1029,1029,669,金鸿能源,供气供热,吉林,24.08,47852.6,48600.62,1025972.31,211138.91,419380.97,178997.97,3.68,0.173,8.01,2.08,19961210,2.28599987148,185.0,80.0,102.0,9.15332875241
779,779,2154,报 喜 鸟,服饰,浙江,150.01,106626.21,117201.88,433462.75,184260.36,88122.74,5389.2,0.05,0.008,2.39,2.03,20070816,2.28488566032,244.0,107.0,129.0,28.3815387266
1662,1662,600141,兴发集团,化工原料,湖北,86.95,48029.71,51223.73,2274027.5,517951.66,1157375.5,286517.97,5.59,0.067,9.14,1.28,19990616,2.28369604987,213.0,94.0,114.0,4.87649613962
777,777,600495,晋西车轴,运输设备,山西,561.93,120819.09,120819.09,367338.34,218919.42,72976.45,116013.51,0.96,0.003,2.58,2.81,20040526,2.28343385171,244.0,107.0,130.0,40.002077525
150,150,2008,大族激光,电器仪表,深圳,56.36,98775.5,106343.34,800854.5,499825.06,129404.52,78605.6,0.74,0.108,4.53,5.38,20040625,2.28292955885,244.0,114.0,128.0,1.13652920371
2448,2448,600418,江淮汽车,汽车整车,安徽,20.46,101735.81,189331.2,4572070.0,2887988.75,1036781.31,125662.38,0.66,0.148,5.92,2.04,20010824,2.27845193668,243.0,119.0,119.0,2.46031186318
241,241,600057,象屿股份,仓储物流,福建,45.38,98332.71,117077.93,3045449.0,2267957.25,378296.16,350671.16,3.0,0.066,5.22,2.3,19970604,2.27368402517,243.0,103.0,135.0,2.2941981381
1800,1800,2521,齐峰新材,造纸,山东,65.33,40902.96,49468.57,414766.06,271312.5,115842.22,199017.25,4.02,0.038,6.81,1.46,20101210,2.27364181131,244.0,112.0,129.0,0.247664956605
1423,1423,400,许继电气,电气设备,河南,111.53,73744.6,100832.72,1238146.63,1079487.25,96564.27,82976.38,0.82,0.036,6.27,2.53,19970418,2.27202622274,244.0,113.0,128.0,28.6378773074
1883,1883,600958,东方证券,证券,上海,62.07,312615.5,621545.19,18593478.0,0.0,43375.3,1256714.5,2.02,0.068,6.4,2.64,20150323,2.27198431066,244.0,126.0,117.0,10.8110720803
2042,2042,600720,祁连山,水泥,甘肃,0.0,77616.27,77629.03,1070805.38,241280.27,690362.69,134024.63,1.73,-0.248,5.86,1.33,19960716,2.27026700986,244.0,114.0,125.0,9.78656648059
1524,1524,603077,和邦生物,化工原料,四川,80.49,318512.38,331223.84,1130562.5,226625.3,332999.09,105972.47,0.32,0.016,1.91,2.72,20120731,2.26978167584,239.0,118.0,113.0,29.7043657708
159,159,931,中 关 村,区域地产,北京,0.0,66798.6,67484.7,304960.78,191918.27,49308.18,95167.61,1.41,-0.024,1.17,7.3,19990712,2.26974925224,244.0,109.0,128.0,15.5664138131
546,546,600186,莲花健康,食品,河南,133.5,106202.42,106202.42,227203.84,77201.43,43976.37,31854.78,0.3,0.01,0.1,56.82,19980825,2.2695307593,220.0,98.0,112.0,64.8491800111
2251,2251,600655,豫园商城,百货,上海,136.32,143732.2,143732.2,1821596.0,601404.75,324554.66,83228.06,0.58,0.023,5.47,2.26,19920902,2.26852681484,243.0,125.0,114.0,31.0047175668
1911,1911,600292,远达环保,环境保护,重庆,41.1,78081.68,78081.68,841374.81,366412.03,364927.0,297845.66,3.81,0.078,6.25,2.07,20001101,2.26472201881,244.0,120.0,121.0,20.2381600965
2257,2257,600038,中直股份,航空,黑龙江,115.24,39265.0,58947.67,2171311.5,1809138.38,253014.47,423271.94,7.18,0.094,11.22,3.88,20001218,2.26456555459,244.0,117.0,127.0,10.6338471839
1622,1622,600111,北方稀土,小金属,内蒙,1869.51,363306.59,363306.59,1439888.0,919637.69,222802.63,15597.85,0.04,0.002,2.29,5.98,19970924,2.2631632571,244.0,118.0,123.0,10.0729765394
2094,2094,875,吉电股份,火力发电,吉林,17.38,111004.99,146061.2,2365316.5,244860.63,1602580.63,261771.05,1.79,0.087,2.73,2.22,20020926,2.26231654598,244.0,126.0,111.0,75.7991258962
2065,2065,600109,国金证券,证券,四川,32.93,302435.94,302435.94,5534000.0,0.0,12140.0,784179.44,2.59,0.105,5.49,2.52,19970807,2.26135800277,244.0,115.0,124.0,8.04528909697
1362,1362,848,承德露露,软饮料,河北,12.17,97808.39,97856.27,234313.92,170144.45,25146.89,1730.84,0.02,0.249,1.96,6.17,19971113,2.26025673568,244.0,111.0,129.0,22.6558277219
1444,1444,600598,北大荒,种植业,黑龙江,56.35,177767.98,177767.98,871985.63,421419.19,381404.03,242022.13,1.36,0.048,3.22,3.4,20020329,2.25913961487,244.0,118.0,125.0,24.677206407
1558,1558,2060,粤 水 电,建筑施工,广东,65.32,60103.28,60113.1,1447892.0,651326.63,553636.38,120188.25,2.0,0.032,4.37,1.93,20060810,2.25866383903,244.0,109.0,130.0,12.7305625435
2415,2415,510,金路集团,化工原料,四川,292.32,56343.35,60918.23,139989.47,30490.96,95553.11,4489.06,0.07,0.014,1.24,6.4,19930507,2.25613318586,220.0,109.0,107.0,52.101279443
2383,2383,66,长城电脑,电脑设备,深圳,0.0,132357.02,132359.39,3736715.25,2801229.0,356100.91,69500.65,0.53,-0.015,1.93,6.38,19970626,2.25485298431,115.0,63.0,47.0,54.1646218984
1867,1867,600546,*ST山煤,煤炭开采,山西,0.0,198245.59,198245.59,4931093.5,2569171.5,1018294.0,224503.45,1.13,-0.025,1.89,1.84,20030731,2.2547558119,243.0,103.0,120.0,39.5918987738
1551,1551,939,凯迪生态,新型电力,湖北,35.27,94100.78,150729.23,3453456.75,967627.69,1163436.88,397692.38,2.64,0.063,4.96,1.79,19990923,2.25459769223,206.0,96.0,105.0,40.4845634069
1750,1750,2216,三全食品,食品,河南,95.92,55872.85,80421.75,354902.81,157570.75,128400.95,24581.95,0.31,0.024,2.36,3.85,20080220,2.2542656037,244.0,113.0,125.0,15.2125075803
735,735,601866,中海集运,水运,上海,0.0,793212.5,1168312.5,10282438.0,2191537.75,5682232.0,429422.06,0.37,-0.074,1.54,2.68,20071212,2.25412273272,168.0,86.0,74.0,82.1634102082
1562,1562,600787,中储股份,仓储物流,天津,20.08,185982.84,219980.09,1686104.0,1043397.88,202304.31,356851.91,1.62,0.104,4.04,2.07,19970121,2.25401247743,244.0,116.0,123.0,29.0537260065
644,644,2344,海宁皮城,商品城,浙江,20.37,110587.31,112000.0,1087736.63,385892.0,37974.12,30973.24,0.28,0.128,4.47,2.33,20100126,2.25339894668,244.0,120.0,118.0,37.2204577846
490,490,600280,中央商场,百货,江苏,45.59,114833.47,114833.47,1620067.0,1298782.75,213722.09,1277.0,0.01,0.037,1.47,4.54,20000926,2.25323522246,206.0,102.0,99.0,66.8717557787
2247,2247,600888,新疆众和,铝,新疆,124.81,64122.58,64122.58,928028.88,408532.19,397311.25,198705.44,3.1,0.015,5.06,1.5,19960215,2.25139509246,244.0,107.0,133.0,1.41487643409
1619,1619,2433,太安堂,中成药,广东,52.13,67497.39,77106.46,637404.56,434653.09,76297.13,295931.63,3.84,0.05,5.78,1.79,20100618,2.25017106548,234.0,109.0,117.0,13.3969939428
2111,2111,543,皖能电力,火力发电,安徽,10.69,179039.59,179039.59,2229546.0,205628.84,1287707.13,200596.52,1.12,0.194,5.12,1.62,19931220,2.249938663,244.0,115.0,121.0,68.1189832632
484,484,600127,金健米业,农业综合,湖南,213.89,54445.96,64178.32,140554.02,69509.15,51584.37,46598.44,0.73,0.015,1.16,5.6,19980506,2.24880236153,225.0,108.0,113.0,2.12454510849
951,951,601919,中国远洋,水运,天津,0.0,763567.44,1021627.44,11585928.0,4478725.0,4263959.5,2726810.25,2.67,-0.439,2.21,2.4,20070626,2.24785228265,168.0,91.0,74.0,86.0033973393
1109,1109,601901,方正证券,证券,湖南,18.33,628985.06,823210.13,16380253.0,0.0,45708.01,1642602.88,2.0,0.103,4.27,1.77,20110810,2.24592645009,244.0,112.0,121.0,8.7207893368
2449,2449,2589,瑞康医药,医药商业,山东,52.59,29032.44,55454.35,1028588.88,864580.5,75096.85,190709.92,3.44,0.154,5.99,5.41,20110610,2.24393091468,223.0,112.0,107.0,43.4064841889
1253,1253,300164,通源石油,石油开采,陕西,0.0,30246.75,43340.96,194622.56,101840.5,40359.82,65861.5,1.52,-0.039,3.17,2.49,20110113,2.24356412878,180.0,81.0,95.0,75.4889704271
428,428,809,铁岭新城,区域地产,辽宁,0.0,82479.13,82479.13,671525.25,628545.31,28218.15,3199.37,0.04,-0.026,3.91,1.19,19980616,2.24264179525,244.0,103.0,133.0,52.803562838
661,661,735,罗 牛 山,农业综合,海南,188.99,87947.47,115151.35,567809.19,255086.05,133410.56,155903.09,1.35,0.018,2.93,2.27,19970611,2.23999155151,244.0,109.0,129.0,3.90549252616
247,247,2146,荣盛发展,全国地产,河北,13.92,336359.06,434816.38,12071933.0,11515525.0,138757.59,463569.09,1.07,0.3,4.79,1.74,20070808,2.23856608038,244.0,114.0,123.0,21.6427724746
808,808,2251,步 步 高,超市连锁,湖南,21.14,64954.21,77898.54,1263708.63,471160.94,326144.22,298625.31,3.83,0.16,6.48,2.09,20080619,2.23547955302,244.0,110.0,125.0,9.42045650843
809,809,2385,大北农,饲料,北京,60.75,238220.05,410066.91,1348792.75,679886.0,346433.38,247240.97,0.6,0.034,2.14,3.82,20100409,2.23167803564,244.0,109.0,131.0,54.2466523601
1602,1602,719,大地传媒,出版业,河南,29.6,66714.75,102320.38,950293.13,629430.19,117000.77,298676.41,2.92,0.094,6.06,1.84,19970331,2.23036694219,244.0,113.0,126.0,57.5993662697
1905,1905,2736,国信证券,证券,深圳,43.52,219505.95,820000.0,23406270.0,0.0,100661.59,676688.06,0.83,0.103,6.05,2.96,20141229,2.22980808593,244.0,118.0,125.0,4.22585041283
370,370,601616,广电电气,电气设备,上海,0.0,93486.04,93486.04,295368.28,181646.16,63486.0,134043.48,1.43,-0.076,2.59,2.48,20110201,2.22779619254,241.0,101.0,126.0,7.28047290052
1689,1689,2540,亚太科技,铝,江苏,43.24,70454.46,104000.0,313450.97,191563.55,51716.62,71100.31,0.68,0.046,2.65,3.02,20110118,2.22773444172,234.0,110.0,117.0,9.50020595405
837,837,600362,江西铜业,铜,江西,65.39,207524.73,346272.94,9289687.0,5968014.0,1841674.63,1168589.5,3.37,0.058,13.32,1.14,20020111,2.22767419814,236.0,108.0,125.0,6.25340341594
2550,2550,2147,新光圆成,机械基件,安徽,0.0,22421.3,140621.27,117846.26,42116.19,58579.95,40143.37,0.29,-0.05,3.15,4.78,20070808,2.22103984554,152.0,76.0,72.0,17.6956393377
1848,1848,300039,上海凯宝,中成药,上海,23.37,61623.6,82954.56,251721.95,194997.13,38362.81,25655.81,0.31,0.231,2.55,4.23,20100108,2.22019634915,244.0,111.0,124.0,12.4546423351
1899,1899,2275,桂林三金,中成药,广西,40.55,53099.51,59020.0,281958.88,159918.38,74305.56,67881.75,1.15,0.122,4.09,4.82,20090710,2.22003514147,244.0,110.0,132.0,4.80644080114
681,681,572,海马汽车,汽车整车,海南,25.75,164209.52,164463.64,1676711.63,686568.75,303629.75,376545.72,2.29,0.051,4.52,1.16,19940808,2.21839663284,244.0,104.0,127.0,20.5835185335
1465,1465,650,仁和药业,中成药,江西,24.19,123799.5,123834.0,370337.03,184541.27,57399.36,30400.15,0.25,0.084,2.01,4.03,19961210,2.21718354073,237.0,114.0,117.0,80.0454721908
166,166,2202,金风科技,电气设备,新疆,31.99,215738.2,273554.09,5229693.0,2430885.75,1373151.63,819776.38,3.0,0.135,6.26,2.77,20071226,2.2130719506,244.0,111.0,128.0,5.48590220004
2742,2742,521,美菱电器,家用电器,安徽,23.61,59243.19,76373.92,1175597.5,946566.88,125035.02,142922.56,1.87,0.144,4.51,1.51,19931018,2.21295026973,226.0,94.0,124.0,0.866386033633
1982,1982,600166,福田汽车,汽车整车,北京,63.08,667013.13,667013.13,4664640.5,1952594.38,1002285.69,1017448.13,1.53,0.011,2.79,1.01,19980602,2.2127365535,241.0,108.0,119.0,113.65970914
352,352,601515,东风股份,广告包装,广东,17.02,111200.0,111200.0,492036.06,325427.53,101819.11,15020.42,0.14,0.181,3.41,3.61,20120216,2.21170647655,244.0,114.0,124.0,17.8437718776
1782,1782,600550,保变电气,电气设备,河北,180.82,137299.09,153460.7,872532.38,592653.0,104540.61,315411.22,2.06,0.009,0.21,30.27,20010228,2.20953858177,225.0,100.0,115.0,22.6360051708
867,867,786,北新建材,其他建材,北京,16.05,137765.56,141398.16,1362870.25,419206.44,640181.31,176575.17,1.25,0.325,5.67,1.84,19970606,2.20806304858,212.0,106.0,100.0,61.145164886
147,147,88,盐 田 港,港口,深圳,46.44,194212.77,194220.0,798735.38,148797.61,15749.17,71086.15,0.37,0.081,2.92,2.59,19970728,2.20770626128,244.0,112.0,123.0,3.1683808415
1200,1200,600029,南方航空,空运,广东,7.3,702265.0,981756.69,18647300.0,1265300.0,14219400.0,1433600.0,1.46,0.273,4.24,1.88,20030725,2.20509862053,244.0,123.0,116.0,20.175484566
2211,2211,600436,片仔癀,中成药,福建,48.78,60331.71,60331.71,425322.56,284992.5,24774.81,60714.32,1.01,0.506,5.33,9.26,20030616,2.20247295937,244.0,113.0,128.0,20.0074533231
1375,1375,682,东方电子,电气设备,山东,116.87,97802.38,97816.32,329765.53,246811.16,46959.76,34539.94,0.35,0.023,1.57,3.45,19970121,2.19964218135,244.0,106.0,134.0,6.71599742225
2103,2103,601566,九牧王,服饰,福建,18.8,57463.71,57463.71,544600.81,302178.13,64380.71,257579.72,4.48,0.223,7.66,2.19,20110530,2.19903091917,244.0,107.0,134.0,0.991545904164
2610,2610,600894,广日股份,运输设备,广东,29.07,85994.68,85994.68,904605.13,473630.06,92022.97,243765.72,2.83,0.129,7.6,1.97,19960328,2.19842751685,244.0,110.0,127.0,3.01244339331
1923,1923,2293,罗莱生活,纺织,江苏,32.94,69948.82,70181.54,356005.75,249655.97,38137.46,34823.75,0.5,0.215,3.66,3.87,20090910,2.19811918191,224.0,106.0,116.0,9.35720086326
1633,1633,600026,中海发展,水运,上海,42.88,273603.28,403203.28,6820847.0,731218.25,4405042.5,792212.0,1.96,0.038,6.37,1.03,20020523,2.19757634557,168.0,84.0,79.0,68.4420893736
651,651,600790,轻纺城,商品城,浙江,20.58,104699.35,104699.35,722385.5,106227.7,21138.99,147428.47,1.41,0.077,3.61,1.75,19970228,2.19289104535,244.0,104.0,131.0,14.5481823904
1493,1493,601099,太平洋,证券,云南,984.88,431921.09,454421.09,3919072.5,0.0,21939.93,506989.34,1.12,0.002,2.48,2.6,20071228,2.19046475822,238.0,110.0,118.0,21.4500132063
2053,2053,2563,森马服饰,服饰,浙江,31.91,183366.81,269454.03,1182395.0,825884.63,118983.95,255581.75,0.95,0.091,3.52,3.29,20110311,2.18913283339,244.0,115.0,119.0,100.984495854
1449,1449,600778,友好集团,百货,新疆,0.0,31108.66,31149.13,655155.75,223072.47,204046.56,40360.45,1.3,-0.301,4.83,2.07,19961203,2.18834954907,221.0,99.0,116.0,48.0094317013
2571,2571,600688,上海石化,石油加工,上海,14.95,292500.0,1080000.0,2805059.25,840542.0,1403314.25,52222.4,0.05,0.106,1.95,3.26,19931108,2.18635128916,244.0,121.0,114.0,19.5282683509
2705,2705,600373,中文传媒,出版业,江西,21.44,126393.43,137794.0,1845602.75,1223400.0,123509.45,543615.06,3.95,0.277,7.36,3.23,20020304,2.18342837312,244.0,113.0,130.0,7.24091626315
1919,1919,2646,青青稞酒,白酒,青海,15.96,45000.0,45000.0,288702.03,151653.61,53899.69,85475.59,1.9,0.322,5.53,3.72,20111222,2.17849963799,244.0,107.0,135.0,0.647225242759
1735,1735,601933,永辉超市,超市连锁,福建,24.18,614320.0,957046.19,2083161.75,1238365.5,292265.09,567538.63,0.59,0.049,1.56,3.06,20101215,2.17601876948,244.0,120.0,113.0,113.418892837
2171,2171,2392,北京利尔,其他建材,北京,54.21,64016.16,119855.95,474959.31,343075.56,41446.81,99308.53,0.83,0.025,2.41,2.21,20100423,2.17440487154,201.0,92.0,99.0,49.1472385865
2819,2819,708,大冶特钢,特种钢,湖北,19.46,44940.85,44940.85,539356.94,247426.25,282274.53,48565.34,1.08,0.324,7.96,1.58,19970326,2.1720688629,216.0,101.0,108.0,12.376211863
2180,2180,989,九 芝 堂,中成药,湖南,36.26,24622.1,86935.42,446107.34,242510.95,120786.4,176319.8,2.03,0.349,4.36,5.81,20000628,2.16993526642,238.0,107.0,127.0,2.62417349592
783,783,2004,华邦健康,化学制药,重庆,29.04,133863.2,203482.77,2038465.0,980971.13,242414.88,554806.25,2.73,0.085,4.76,2.06,20040625,2.16930969481,244.0,109.0,133.0,6.76158592788
1577,1577,601377,兴业证券,证券,福建,26.72,669667.19,669667.19,11581082.0,0.0,73715.55,1433409.13,2.14,0.075,4.53,1.77,20101013,2.1682254154,237.0,114.0,115.0,17.8538320246
2426,2426,333,美的集团,家用电器,广东,11.5,336157.13,640108.69,14792259.0,11022384.0,1857865.25,1462907.5,2.29,0.61,8.41,3.34,19931112,2.16813248204,234.0,105.0,125.0,28.7017554885
2159,2159,2653,海思科,化学制药,西藏,41.66,45224.48,108027.0,337746.56,148856.94,61529.42,2792.73,0.03,0.22,1.89,9.7,20120117,2.16331946879,244.0,113.0,127.0,24.6321926428
1637,1637,2122,天马股份,机械基件,浙江,158.97,109191.35,118800.0,735535.63,433750.19,226023.67,102840.2,0.87,0.021,3.98,1.64,20070328,2.16177314587,244.0,103.0,138.0,3.28239948898
171,171,61,农 产 品,农业综合,深圳,1376.94,169152.95,169696.41,1645730.38,319819.34,279896.72,262646.81,1.55,0.002,2.86,4.67,19970110,2.16044030519,244.0,117.0,123.0,29.6308149501
2341,2341,748,长城信息,电脑设备,湖南,1132.16,80207.97,81481.85,651721.0,241734.22,21774.92,97039.71,1.19,0.005,5.76,3.71,19970704,2.15855206236,115.0,66.0,48.0,47.5626224789
679,679,601100,恒立液压,工程机械,江苏,478.57,24727.5,63000.0,489086.59,210834.2,161227.27,208606.77,3.31,0.006,5.51,2.21,20111028,2.15635719785,214.0,108.0,103.0,37.6981638403
1997,1997,600726,华电能源,火力发电,黑龙江,6.27,153467.52,196667.52,2436581.75,350560.66,1574974.75,150095.36,0.76,0.22,1.85,2.98,19960701,2.15432392568,244.0,122.0,110.0,54.0064303757
1137,1137,600676,交运股份,公共交通,上海,29.01,86237.39,86237.39,741265.0,363476.53,230032.88,118260.15,1.37,0.09,4.39,2.37,19930928,2.15347839659,244.0,112.0,128.0,16.7812967078
443,443,601928,凤凰传媒,出版业,江苏,28.8,254490.0,254490.0,1800636.38,958930.88,329529.16,284067.63,1.12,0.098,4.3,2.63,20111130,2.15339524024,244.0,115.0,125.0,27.8985684282
1683,1683,600874,创业环保,环境保护,天津,30.05,108722.84,142722.84,1004665.5,293160.59,44223.2,38231.1,0.27,0.067,3.08,2.62,19950630,2.15162149763,244.0,114.0,123.0,9.32005009706
1872,1872,601989,中国重工,船舶,北京,149.45,1795785.5,1836166.5,18908102.0,13523789.0,3532350.5,2418281.5,1.32,0.012,3.1,2.22,20091216,2.15138448403,229.0,115.0,108.0,67.5449570172
2279,2279,998,隆平高科,种植业,湖南,39.0,83065.29,125619.46,713318.94,465047.59,79167.47,283841.41,2.26,0.13,4.43,4.38,20001211,2.14851820571,244.0,115.0,125.0,12.7642823202
2376,2376,919,金陵药业,化学制药,江苏,36.99,50316.89,50400.0,385160.31,243069.05,97566.9,46626.55,0.93,0.095,4.94,2.84,19991118,2.14719818844,244.0,116.0,125.0,5.85454565461
668,668,601008,连云港,港口,江苏,204.77,81163.5,101521.5,677210.44,56712.2,379637.44,161476.69,1.59,0.006,3.17,1.6,20070426,2.14695928393,244.0,108.0,125.0,35.6619221422
276,276,600739,辽宁成大,商贸代理,辽宁,24.6,136470.98,152970.98,3191268.5,457095.09,354916.53,614331.0,4.02,0.191,11.45,1.64,19960819,2.14600335587,158.0,76.0,80.0,6.34368993815
806,806,600054,黄山旅游,旅游景点,安徽,52.21,21670.5,74730.0,394856.91,180868.98,185521.55,59364.63,0.79,0.077,4.06,3.98,19970506,2.14511167629,244.0,110.0,134.0,18.8968023719
368,368,600352,浙江龙盛,染料涂料,浙江,27.4,305993.19,325333.19,3339749.75,2195746.0,494055.75,154465.52,0.47,0.093,4.33,2.36,20030801,2.14390802117,230.0,111.0,112.0,15.2323307644
465,465,601010,文峰股份,超市连锁,江苏,46.42,184800.0,184800.0,669234.0,218309.17,300083.28,83723.09,0.45,0.029,2.17,2.46,20110603,2.14389419395,234.0,114.0,113.0,40.94103795
316,316,600067,冠城大通,全国地产,福建,2273.46,148779.45,148779.45,1998249.38,1510139.88,97231.32,168873.38,1.14,0.001,4.75,1.52,19970508,2.13983520239,244.0,104.0,138.0,12.0046696722
